trip_id,customer_id,vehicle_id,driver_id,pickup_city,drop_city,distance_to_travel,tourism_type,trip_category,trip_start_date,trip_end_date,trip_status,booking_amount,advance_paid,payment_status
7091,1810,6,3,Guntur,"Vijayawada Airport",35,Airport,"Airport Transfer","2025-07-26 02:00:00","2025-07-26 04:00:00",Completed,63283,13162,Partial
7092,2165,7,40,Hyderabad,"Araku Valley",710,Vacation,"Marriage Booking","2025-03-12 20:00:00","2025-03-13 10:00:00",completed,14331,6752,Partial
7093,403,7,2,Vijayawada,Lambasingi,430,Vacation,"One Way","2024-12-27 22:00:00","2024-12-28 06:00:00",Completed,2804,1112,Paid
7094,1120,14,9,Guntur,Nellore,270,Marriage,"Marriage Booking","2024-05-31 19:00:00","2024-06-01 00:00:00",Cancelled,21085,5928,Pending
7095,1558,6,16,Guntur,Bheemunipatnam,390,Beach,"Package Trip","2026-03-02 13:00:00","2026-03-02 20:00:00",Completed,34322,12507,Partial
7096,2150,4,39,Nellore,Tirumala,140,Devotional,"Package Trip","2025-06-18 11:00:00","2025-06-18 13:00:00",Cancelled,28439,13448,Partial
7097,1381,8,2,Guntur,"Chirala Beach",110,Beach,"Corporate Travel","2025-04-26 19:00:00","2025-04-26 21:00:00",Completed,3277,2195,Partial
7098,1118,1,1,Guntur,Tirupati,380,Devotional,"Marriage Booking","2024-10-16 05:00:00","2024-10-16 12:00:00",Completed,13422,4324,Pending
7099,2991,11,14,Vijayawada,Lambasingi,430,Vacation,"Package Trip","2024-05-06 06:00:00","2024-05-06 14:00:00",Completed,11392,5825,Paid
7100,1832,10,28,Guntur,Rajahmundry,170,Marriage,"Package Trip","2024-04-05 11:00:00","2024-04-05 14:00:00",Cancelled,15241,9580,Pending
7101,1631,2,39,Guntur,"Amaravati Secretariat",40,Corporate,"Round Trip","2024-09-06 14:00:00","2024-09-06 16:00:00",Completed,29190,9339,Pending
7102,263,9,6,Visakhapatnam,Simhachalam,20,Devotional,"Airport Transfer","2025-04-12 11:00:00","2025-04-12 13:00:00",Completed,8394,2174,Paid
7103,113,12,7,Vijayawada,Srisailam,290,Devotional,"Package Trip","2024-09-07 17:00:00","2024-09-07 22:00:00",Completed,30731,11328,Pending
7104,2410,15,18,Guntur,Bheemunipatnam,390,Beach,"Round Trip","2024-07-17 19:00:00","2024-07-18 02:00:00",completed,22987,7802,Partial
7105,1227,6,18,Guntur,Bheemunipatnam,390,Beach,"Package Trip","2025-01-26 09:00:00","2025-01-26 16:00:00",completed,42612,21506,Partial
7106,201,8,27,Guntur,Bheemunipatnam,390,Beach,"Marriage Booking","2026-02-02 17:00:00","2026-02-03 00:00:00",Completed,13088,5430,Pending
7107,843,4,40,Guntur,Tirupati,380,Devotional,"Airport Transfer","2026-03-02 23:00:00","2026-03-03 06:00:00",Cancelled,28149,16577,Paid
7108,1168,1,36,Visakhapatnam,Simhachalam,20,Devotional,"Round Trip","2025-11-20 09:00:00","2025-11-20 11:00:00",Completed,8395,2447,Pending
7109,1398,8,38,Nellore,Tirumala,140,Devotional,"Package Trip","2025-01-27 08:00:00","2025-01-27 10:00:00",Completed,5231,1231,Partial
7110,204,3,17,Vijayawada,Kakinada,210,Marriage,"Corporate Travel","2024-01-28 18:00:00","2024-01-28 22:00:00",completed,3766,1657,Paid
7111,2656,14,24,Hyderabad,Goa,660,Beach,"Marriage Booking","2024-12-17 13:00:00","2024-12-18 02:00:00",Completed,27160,17566,Paid
7112,2013,7,30,Guntur,"Ramoji Film City",290,Entertainment,"Marriage Booking","2024-05-24 11:00:00","2024-05-24 16:00:00",Completed,2566,1267,Paid
7113,196,11,4,Hyderabad,Bangalore,570,Corporate,"Round Trip","2024-09-02 13:00:00","2024-09-03 00:00:00",Cancelled,25959,13702,Paid
7114,1440,1,8,Vijayawada,Visakhapatnam,350,Beach,"Corporate Travel","2026-03-02 08:00:00","2026-03-02 15:00:00",Cancelled,7420,2243,Paid
7115,1355,1,28,Ongole,"Chennai Airport",320,Airport,"One Way","2024-04-04 08:00:00","2024-04-04 14:00:00",Completed,5823,2561,Pending
7116,419,15,14,Vijayawada,Kakinada,210,Marriage,"One Way","2024-02-24 20:00:00","2024-02-25 00:00:00",Completed,15202,6231,Pending
7117,1106,9,40,Hyderabad,Yadagirigutta,65,Devotional,"Package Trip","2025-03-04 06:00:00","2025-03-04 08:00:00",Cancelled,5802,3178,Pending
7118,76,14,34,Guntur,"Vijayawada Airport",35,Airport,"Corporate Travel","2024-05-11 16:00:00","2024-05-11 18:00:00",Cancelled,14047,5482,Partial
7119,1919,9,15,Guntur,Nellore,270,Marriage,"Airport Transfer","2024-08-24 12:00:00","2024-08-24 17:00:00",Completed,7483,3039,Partial
7120,1606,2,14,Hyderabad,Ooty,850,Vacation,"Package Trip","2025-05-16 21:00:00","2025-05-17 14:00:00",completed,19040,9489,Paid
7121,155,15,5,Guntur,Nellore,270,Marriage,"Airport Transfer","2025-01-18 03:00:00","2025-01-18 08:00:00",completed,15535,7954,Partial
7122,2229,10,13,Ongole,"Chennai Airport",320,Airport,"Airport Transfer","2026-03-19 04:00:00","2026-03-19 10:00:00",completed,12862,4804,Paid
7123,1764,1,22,Hyderabad,"Araku Valley",710,Vacation,"Round Trip","2024-06-11 21:00:00","2024-06-12 11:00:00",Completed,10343,4075,Pending
7124,1891,14,28,Nellore,Tirumala,140,Devotional,"Airport Transfer","2025-12-04 20:00:00","2025-12-04 22:00:00",completed,23806,13071,Partial
7125,618,13,32,Hyderabad,Bangalore,570,Corporate,"Round Trip","2025-09-25 23:00:00","2025-09-26 10:00:00",Completed,14603,5179,Partial
7126,326,10,34,Guntur,"Vijayawada Airport",35,Airport,"Airport Transfer","2024-03-31 23:00:00","2024-04-01 01:00:00",completed,19394,10262,Partial
7127,2079,11,30,Hyderabad,Ooty,850,Vacation,"Corporate Travel","2024-06-28 20:00:00","2024-06-29 13:00:00",Cancelled,19018,5991,Paid
7128,2092,14,39,Hyderabad,"Araku Valley",710,Vacation,"Corporate Travel","2024-05-12 17:00:00","2024-05-13 07:00:00",completed,26090,13888,Pending
7129,2141,13,18,Guntur,"Hyderabad City Tour",280,Entertainment,"Airport Transfer","2024-07-07 13:00:00","2024-07-07 18:00:00",Completed,26372,8640,Pending
7130,1441,3,17,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Round Trip","2025-05-12 12:00:00","2025-05-13 01:00:00",Completed,14104,7085,Partial
7131,756,7,38,Vijayawada,Lambasingi,430,Vacation,"One Way","2024-01-18 21:00:00","2024-01-19 05:00:00",Completed,5308,3052,Partial
7132,1072,14,23,Guntur,Nellore,270,Marriage,"Package Trip","2024-01-28 17:00:00","2024-01-28 22:00:00",Cancelled,26155,13376,Paid
7133,2056,6,40,Vijayawada,Srisailam,290,Devotional,"One Way","2024-08-31 20:00:00","2024-09-01 01:00:00",Completed,66737,30100,Paid
7134,983,2,1,Vijayawada,Kakinada,210,Marriage,"Corporate Travel","2025-04-05 21:00:00","2025-04-06 01:00:00",Completed,20008,11308,Pending
7135,448,5,23,Guntur,"Amaravati Secretariat",40,Corporate,"Round Trip","2025-07-25 12:00:00","2025-07-25 14:00:00",Completed,11962,6060,Pending
7136,2937,1,10,Hyderabad,Yadagirigutta,65,Devotional,"Round Trip","2025-04-22 22:00:00","2025-04-23 00:00:00",Cancelled,4324,2478,Partial
7137,1311,9,26,Guntur,Bheemunipatnam,390,Beach,"Airport Transfer","2024-10-04 23:00:00","2024-10-05 06:00:00",completed,5171,3374,Pending
7138,216,1,16,Hyderabad,Yadagirigutta,65,Devotional,"Corporate Travel","2026-03-06 00:00:00","2026-03-06 02:00:00",Completed,11327,4962,Pending
7139,2146,14,39,Guntur,Bheemunipatnam,390,Beach,"Package Trip","2024-01-03 01:00:00","2024-01-03 08:00:00",Completed,28965,6019,Partial
7140,2476,12,1,Vijayawada,Lambasingi,430,Vacation,"Marriage Booking","2025-11-06 20:00:00","2025-11-07 04:00:00",Completed,46073,27956,Paid
7141,1906,14,23,Vijayawada,Hyderabad,275,Corporate,"Round Trip","2025-09-26 22:00:00","2025-09-27 03:00:00",Completed,14870,6104,Paid
7142,1545,1,5,Guntur,"Hyderabad City Tour",280,Entertainment,"Airport Transfer","2026-04-27 15:00:00","2026-04-27 20:00:00",completed,7634,3027,Partial
7143,2413,2,30,Hyderabad,Pondicherry,780,Beach,"Package Trip","2024-07-21 16:00:00","2024-07-22 07:00:00",completed,20779,14317,Paid
7144,1689,12,4,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2025-08-03 21:00:00","2025-08-04 05:00:00",Completed,46316,9585,Partial
7145,1579,4,13,Guntur,"Chirala Beach",110,Beach,"Airport Transfer","2026-03-26 08:00:00","2026-03-26 10:00:00",Completed,25043,15339,Partial
7146,2336,13,10,Ongole,"Chennai Airport",320,Airport,"Corporate Travel","2024-04-11 06:00:00","2024-04-11 12:00:00",Completed,16621,5389,Partial
7147,888,15,20,Guntur,"Hyderabad City Tour",280,Entertainment,"Corporate Travel","2024-07-31 06:00:00","2024-07-31 11:00:00",Completed,27333,17474,Paid
7148,2189,5,27,Guntur,"Horsley Hills",430,Vacation,"Airport Transfer","2024-03-08 22:00:00","2024-03-09 06:00:00",Completed,14272,7485,Pending
7149,1895,1,2,Guntur,"Hyderabad City Tour",280,Entertainment,"Round Trip","2024-09-25 22:00:00","2024-09-26 03:00:00",Cancelled,14741,9899,Partial
7150,637,1,25,Vijayawada,Lambasingi,430,Vacation,"Airport Transfer","2024-05-01 04:00:00","2024-05-01 12:00:00",Completed,3432,1470,Pending
7151,1028,2,36,Guntur,Nellore,270,Marriage,"Corporate Travel","2024-12-04 14:00:00","2024-12-04 19:00:00",Cancelled,28468,8895,Paid
7152,2936,6,40,Guntur,Tirupati,380,Devotional,"Marriage Booking","2025-07-02 16:00:00","2025-07-02 23:00:00",Completed,31759,17142,Paid
7153,2821,11,1,Guntur,"Hyderabad Airport",310,Airport,"Corporate Travel","2026-03-28 12:00:00","2026-03-28 18:00:00",Completed,17471,10115,Pending
7154,1070,10,34,Guntur,"Hyderabad Airport",310,Airport,"One Way","2024-05-11 13:00:00","2024-05-11 19:00:00",Completed,25869,17996,Paid
7155,2116,10,11,Hyderabad,Yadagirigutta,65,Devotional,"Marriage Booking","2025-07-20 05:00:00","2025-07-20 07:00:00",completed,12733,6135,Paid
7156,1327,3,26,Vijayawada,Hyderabad,275,Corporate,"Marriage Booking","2024-01-09 17:00:00","2024-01-09 22:00:00",Completed,14058,5043,Partial
7157,2136,9,17,Vijayawada,Hyderabad,275,Corporate,"Airport Transfer","2025-01-02 18:00:00","2025-01-02 23:00:00",Cancelled,3679,866,Paid
7158,61,4,13,Guntur,"Hyderabad City Tour",280,Entertainment,"Round Trip","2026-04-18 13:00:00","2026-04-18 18:00:00",Completed,24251,5010,Partial
7159,401,15,12,Guntur,"Amaravati Secretariat",40,Corporate,"One Way","2025-02-13 11:00:00","2025-02-13 13:00:00",Completed,15628,5188,Pending
7160,185,2,23,Vijayawada,Srisailam,290,Devotional,"Marriage Booking","2024-11-16 10:00:00","2024-11-16 15:00:00",Completed,24626,9154,Pending
7161,561,3,32,Guntur,"Hyderabad City Tour",280,Entertainment,"Package Trip","2024-02-27 15:00:00","2024-02-27 20:00:00",Completed,4349,2080,Partial
7162,2569,4,4,Vijayawada,Srisailam,290,Devotional,"Package Trip","2026-02-22 08:00:00","2026-02-22 13:00:00",Completed,22682,13010,Paid
7163,1686,12,6,Nellore,Tirumala,140,Devotional,"Package Trip","2024-11-09 07:00:00","2024-11-09 09:00:00",completed,69678,44027,Paid
7164,222,4,36,Guntur,"Vijayawada Airport",35,Airport,"Marriage Booking","2025-08-03 01:00:00","2025-08-03 03:00:00",Cancelled,22662,11857,Pending
7165,1442,15,39,Guntur,Nellore,270,Marriage,"Round Trip","2024-04-21 19:00:00","2024-04-22 00:00:00",Completed,15632,8886,Pending
7166,1270,8,37,Vijayawada,Hyderabad,275,Corporate,"Round Trip","2025-12-09 03:00:00","2025-12-09 08:00:00",completed,6785,2658,Pending
7167,1149,3,7,Vijayawada,Kakinada,210,Marriage,"Marriage Booking","2025-07-29 21:00:00","2025-07-30 01:00:00",Completed,12389,6563,Partial
7168,1782,10,2,Hyderabad,Bangalore,570,Corporate,"Corporate Travel","2024-08-03 04:00:00","2024-08-03 15:00:00",Cancelled,14725,6031,Partial
7169,334,13,33,Vijayawada,Kakinada,210,Marriage,"Corporate Travel","2025-01-22 16:00:00","2025-01-22 20:00:00",Completed,24141,6948,Paid
7170,1285,9,37,Guntur,Tirupati,380,Devotional,"Round Trip","2024-02-07 02:00:00","2024-02-07 09:00:00",Completed,6598,1982,Paid
7171,975,14,39,Vijayawada,Kakinada,210,Marriage,"Airport Transfer","2024-04-09 08:00:00","2024-04-09 12:00:00",Completed,14189,7655,Pending
7172,2071,10,23,Vijayawada,Kakinada,210,Marriage,"Airport Transfer","2025-06-02 18:00:00","2025-06-02 22:00:00",Completed,18893,7745,Pending
7173,1189,8,27,Hyderabad,"Araku Valley",710,Vacation,"Round Trip","2024-04-03 19:00:00","2024-04-04 09:00:00",completed,7579,2077,Pending
7174,1403,1,30,Guntur,Bheemunipatnam,390,Beach,"Airport Transfer","2024-07-27 11:00:00","2024-07-27 18:00:00",completed,8951,1980,Partial
7175,210,1,13,Guntur,Tirupati,380,Devotional,"Airport Transfer","2025-02-18 22:00:00","2025-02-19 05:00:00",completed,4746,1903,Partial
7176,2699,10,32,Vijayawada,Hyderabad,275,Corporate,"Round Trip","2024-12-24 07:00:00","2024-12-24 12:00:00",completed,28488,6075,Paid
7177,1793,3,34,Hyderabad,"Araku Valley",710,Vacation,"Airport Transfer","2025-12-15 05:00:00","2025-12-15 19:00:00",Completed,6792,3393,Paid
7178,1057,1,19,Hyderabad,Bangalore,570,Corporate,"Corporate Travel","2024-04-15 06:00:00","2024-04-15 17:00:00",Completed,10054,3808,Pending
7179,2258,12,38,Vijayawada,Lambasingi,430,Vacation,"Corporate Travel","2025-08-27 12:00:00","2025-08-27 20:00:00",completed,57771,24930,Partial
7180,2594,1,32,Vijayawada,Srisailam,290,Devotional,"Marriage Booking","2024-10-10 02:00:00","2024-10-10 07:00:00",Completed,6406,2839,Paid
7181,775,13,17,Guntur,Rajahmundry,170,Marriage,"Package Trip","2024-07-07 03:00:00","2024-07-07 06:00:00",completed,13588,3162,Paid
7182,182,2,26,Nellore,Tirumala,140,Devotional,"Airport Transfer","2024-10-02 07:00:00","2024-10-02 09:00:00",completed,16047,9750,Paid
7183,425,6,20,Guntur,Tirupati,380,Devotional,"Package Trip","2025-07-21 11:00:00","2025-07-21 18:00:00",completed,32037,9707,Paid
7184,978,9,38,Hyderabad,Pondicherry,780,Beach,"Round Trip","2025-09-30 21:00:00","2025-10-01 12:00:00",Completed,5356,3023,Paid
7185,1851,12,14,Vijayawada,Kakinada,210,Marriage,"One Way","2024-10-26 02:00:00","2024-10-26 06:00:00",completed,48532,21804,Pending
7186,1714,14,7,Guntur,"Vijayawada Airport",35,Airport,"Package Trip","2024-07-27 07:00:00","2024-07-27 09:00:00",Completed,20827,9194,Partial
7187,344,14,19,Guntur,Nellore,270,Marriage,"Airport Transfer","2025-03-27 13:00:00","2025-03-27 18:00:00",completed,28399,17608,Partial
7188,2748,5,28,Ongole,"Chennai Airport",320,Airport,"One Way","2024-11-27 19:00:00","2024-11-28 01:00:00",Completed,12851,8557,Partial
7189,803,8,2,Hyderabad,Ooty,850,Vacation,"Corporate Travel","2024-03-01 22:00:00","2024-03-02 15:00:00",completed,11112,6752,Partial
7190,658,2,1,Vijayawada,Kakinada,210,Marriage,"One Way","2026-03-06 08:00:00","2026-03-06 12:00:00",Completed,24147,16205,Partial
7191,2083,9,23,Hyderabad,Bangalore,570,Corporate,"Package Trip","2026-03-26 23:00:00","2026-03-27 10:00:00",Cancelled,7655,3894,Pending
7192,1841,15,35,Guntur,"Chirala Beach",110,Beach,"Package Trip","2025-10-21 00:00:00","2025-10-21 02:00:00",Completed,13576,8803,Paid
7193,1496,10,21,Hyderabad,Pondicherry,780,Beach,"Airport Transfer","2025-02-02 14:00:00","2025-02-03 05:00:00",Completed,15485,4126,Paid
7194,1878,11,18,Guntur,Bheemunipatnam,390,Beach,"Package Trip","2024-07-06 18:00:00","2024-07-07 01:00:00",Completed,24656,5929,Pending
7195,2514,10,8,Guntur,Rajahmundry,170,Marriage,"Corporate Travel","2024-04-30 09:00:00","2024-04-30 12:00:00",Cancelled,23702,7910,Paid
7196,1176,3,20,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Marriage Booking","2025-01-15 02:00:00","2025-01-15 15:00:00",Completed,11328,7773,Pending
7197,2391,12,40,Hyderabad,"Araku Valley",710,Vacation,"One Way","2024-09-27 18:00:00","2024-09-28 08:00:00",Completed,61257,15425,Paid
7198,1257,9,36,Hyderabad,Yadagirigutta,65,Devotional,"Airport Transfer","2024-07-15 19:00:00","2024-07-15 21:00:00",Completed,11443,3576,Paid
7199,2510,8,26,Vijayawada,Visakhapatnam,350,Beach,"Corporate Travel","2025-07-14 10:00:00","2025-07-14 17:00:00",Completed,6065,2580,Pending
7200,777,15,5,Guntur,"Vijayawada Airport",35,Airport,"Corporate Travel","2024-02-03 22:00:00","2024-02-04 00:00:00",Cancelled,14656,6489,Partial
7201,1939,2,15,Vijayawada,Srisailam,290,Devotional,"Airport Transfer","2026-02-02 11:00:00","2026-02-02 16:00:00",completed,18672,8012,Pending
7202,2397,6,39,Guntur,"Vijayawada Airport",35,Airport,"One Way","2024-01-05 19:00:00","2024-01-05 21:00:00",Completed,40390,18078,Paid
7203,2451,8,31,Hyderabad,"Araku Valley",710,Vacation,"Corporate Travel","2024-07-31 14:00:00","2024-08-01 04:00:00",Completed,4426,2718,Partial
7204,1026,15,39,Vijayawada,Srisailam,290,Devotional,"One Way","2025-03-12 15:00:00","2025-03-12 20:00:00",Completed,29471,19976,Pending
7205,475,9,29,Guntur,"Horsley Hills",430,Vacation,"Package Trip","2024-02-17 15:00:00","2024-02-17 23:00:00",Completed,3453,1425,Partial
7206,676,5,39,Guntur,"Chirala Beach",110,Beach,"One Way","2025-03-27 14:00:00","2025-03-27 16:00:00",Completed,14623,4960,Paid
7207,1848,8,35,Vijayawada,Lambasingi,430,Vacation,"Corporate Travel","2025-08-11 22:00:00","2025-08-12 06:00:00",Cancelled,13466,7332,Pending
7208,2102,2,34,Guntur,Nellore,270,Marriage,"Corporate Travel","2026-02-22 09:00:00","2026-02-22 14:00:00",Completed,28119,10785,Paid
7209,1328,13,25,Hyderabad,Ooty,850,Vacation,"Marriage Booking","2025-10-24 18:00:00","2025-10-25 11:00:00",Completed,23220,6206,Paid
7210,2099,6,20,Vijayawada,Lambasingi,430,Vacation,"Package Trip","2024-11-24 07:00:00","2024-11-24 15:00:00",Completed,48514,33889,Pending
7211,2959,14,9,Guntur,"Hyderabad City Tour",280,Entertainment,"Package Trip","2025-11-06 13:00:00","2025-11-06 18:00:00",Completed,23654,4995,Pending
7212,1623,1,5,Guntur,Bheemunipatnam,390,Beach,"Package Trip","2024-04-08 21:00:00","2024-04-09 04:00:00",Completed,5662,2405,Pending
7213,1879,12,31,Guntur,"Vijayawada Airport",35,Airport,"Package Trip","2026-02-23 01:00:00","2026-02-23 03:00:00",Cancelled,41728,22254,Pending
7214,1186,6,38,Visakhapatnam,Simhachalam,20,Devotional,"Corporate Travel","2025-03-07 11:00:00","2025-03-07 13:00:00",Completed,41519,14858,Pending
7215,707,8,33,Vijayawada,Kakinada,210,Marriage,"Airport Transfer","2026-01-06 15:00:00","2026-01-06 19:00:00",Completed,6253,3073,Partial
7216,70,9,38,Hyderabad,Bangalore,570,Corporate,"Marriage Booking","2025-09-02 06:00:00","2025-09-02 17:00:00",completed,4294,1844,Pending
7217,2153,4,32,Hyderabad,"Araku Valley",710,Vacation,"Marriage Booking","2026-02-09 08:00:00","2026-02-09 22:00:00",Completed,10225,4874,Partial
7218,1654,2,6,Guntur,Tirupati,380,Devotional,"Airport Transfer","2025-01-13 21:00:00","2025-01-14 04:00:00",Completed,28566,16134,Partial
7219,359,4,2,Guntur,Rajahmundry,170,Marriage,"Corporate Travel","2025-04-15 04:00:00","2025-04-15 07:00:00",Completed,27072,17329,Partial
7220,2871,4,13,Guntur,"Horsley Hills",430,Vacation,"Airport Transfer","2024-05-05 04:00:00","2024-05-05 12:00:00",Completed,12822,4619,Pending
7221,81,2,11,Guntur,"Amaravati Secretariat",40,Corporate,"Package Trip","2024-07-12 04:00:00","2024-07-12 06:00:00",Completed,20354,13075,Pending
7222,2929,7,33,Vijayawada,Srisailam,290,Devotional,"Package Trip","2024-01-23 04:00:00","2024-01-23 09:00:00",completed,14582,3945,Pending
7223,836,13,9,Visakhapatnam,Simhachalam,20,Devotional,"One Way","2025-06-12 23:00:00","2025-06-13 01:00:00",Completed,13642,4458,Pending
7224,272,6,7,Vijayawada,Hyderabad,275,Corporate,"Airport Transfer","2024-05-17 16:00:00","2024-05-17 21:00:00",Completed,35762,9002,Pending
7225,438,3,40,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2025-08-07 16:00:00","2025-08-08 00:00:00",Completed,8180,3974,Paid
7226,1911,12,30,Vijayawada,Visakhapatnam,350,Beach,"Marriage Booking","2024-07-29 03:00:00","2024-07-29 10:00:00",Cancelled,64871,42653,Partial
7227,2466,13,36,Visakhapatnam,Simhachalam,20,Devotional,"Airport Transfer","2025-06-24 06:00:00","2025-06-24 08:00:00",Completed,11891,2519,Partial
7228,2842,8,34,Hyderabad,Goa,660,Beach,"Package Trip","2026-03-29 06:00:00","2026-03-29 19:00:00",completed,7896,4744,Pending
7229,1602,9,7,Hyderabad,"Araku Valley",710,Vacation,"One Way","2024-12-11 02:00:00","2024-12-11 16:00:00",Completed,11316,6226,Pending
7230,1919,6,4,Hyderabad,Yadagirigutta,65,Devotional,"Round Trip","2025-09-07 22:00:00","2025-09-08 00:00:00",Completed,54917,20486,Pending
7231,88,3,40,Hyderabad,Pondicherry,780,Beach,"Airport Transfer","2024-02-25 18:00:00","2024-02-26 09:00:00",Cancelled,4859,2255,Partial
7232,2868,10,18,Guntur,"Vijayawada Airport",35,Airport,"Corporate Travel","2024-11-11 23:00:00","2024-11-12 01:00:00",Completed,27951,9881,Paid
7233,661,12,21,Guntur,Tirupati,380,Devotional,"Airport Transfer","2025-12-25 18:00:00","2025-12-26 01:00:00",completed,35711,22999,Pending
7234,1622,15,15,Vijayawada,Lambasingi,430,Vacation,"Marriage Booking","2025-07-27 15:00:00","2025-07-27 23:00:00",Cancelled,16037,5260,Partial
7235,2963,4,11,Vijayawada,Lambasingi,430,Vacation,"Package Trip","2025-09-05 00:00:00","2025-09-05 08:00:00",Cancelled,14889,8508,Paid
7236,1264,14,12,Hyderabad,"Araku Valley",710,Vacation,"Corporate Travel","2024-02-17 06:00:00","2024-02-17 20:00:00",Completed,25105,6707,Paid
7237,2041,11,4,Guntur,"Chirala Beach",110,Beach,"Round Trip","2025-11-25 01:00:00","2025-11-25 03:00:00",completed,22677,12519,Partial
7238,2532,7,24,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Marriage Booking","2024-11-23 01:00:00","2024-11-23 14:00:00",Completed,6995,2484,Partial
7239,381,9,38,Hyderabad,Bangalore,570,Corporate,"One Way","2024-04-10 08:00:00","2024-04-10 19:00:00",Completed,10715,6805,Pending
7240,2242,11,31,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2025-09-12 15:00:00","2025-09-12 23:00:00",completed,23066,11941,Paid
7241,116,8,26,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Package Trip","2025-04-09 09:00:00","2025-04-09 22:00:00",Completed,12783,8431,Partial
7242,1535,9,24,Nellore,Tirumala,140,Devotional,"One Way","2024-06-27 10:00:00","2024-06-27 12:00:00",Cancelled,10098,6944,Partial
7243,571,12,29,Guntur,Rajahmundry,170,Marriage,"Round Trip","2025-11-14 17:00:00","2025-11-14 20:00:00",completed,67500,45913,Paid
7244,2831,13,12,Vijayawada,Kakinada,210,Marriage,"Marriage Booking","2024-05-26 01:00:00","2024-05-26 05:00:00",Completed,21810,7338,Partial
7245,1857,7,33,Vijayawada,Srisailam,290,Devotional,"Round Trip","2026-03-07 04:00:00","2026-03-07 09:00:00",Completed,3981,1312,Partial
7246,969,15,10,Guntur,Tirupati,380,Devotional,"One Way","2024-12-14 10:00:00","2024-12-14 17:00:00",Completed,28307,17165,Paid
7247,633,15,8,Guntur,Bheemunipatnam,390,Beach,"Corporate Travel","2026-02-04 12:00:00","2026-02-04 19:00:00",Completed,15357,6949,Pending
7248,1630,1,23,Guntur,"Ramoji Film City",290,Entertainment,"Airport Transfer","2025-03-11 17:00:00","2025-03-11 22:00:00",Cancelled,11165,6547,Pending
7249,2039,5,38,Vijayawada,Visakhapatnam,350,Beach,"Airport Transfer","2025-05-30 16:00:00","2025-05-30 23:00:00",Completed,5338,1217,Pending
7250,1499,7,13,Hyderabad,Yadagirigutta,65,Devotional,"One Way","2024-02-23 23:00:00","2024-02-24 01:00:00",completed,10464,4964,Pending
7251,1570,11,27,Vijayawada,Srisailam,290,Devotional,"Corporate Travel","2024-09-09 01:00:00","2024-09-09 06:00:00",Completed,25019,6701,Paid
7252,1648,14,21,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Airport Transfer","2025-01-25 17:00:00","2025-01-26 06:00:00",Completed,15867,3288,Pending
7253,2123,13,35,Guntur,"Ramoji Film City",290,Entertainment,"One Way","2025-08-30 20:00:00","2025-08-31 01:00:00",Completed,15659,10694,Partial
7254,851,6,17,Guntur,Rajahmundry,170,Marriage,"Round Trip","2026-03-03 09:00:00","2026-03-03 12:00:00",Completed,54289,29320,Pending
7255,476,3,19,Vijayawada,Visakhapatnam,350,Beach,"Corporate Travel","2025-03-22 12:00:00","2025-03-22 19:00:00",Cancelled,10929,5235,Paid
7256,771,5,39,Ongole,"Chennai Airport",320,Airport,"Corporate Travel","2024-10-29 04:00:00","2024-10-29 10:00:00",Completed,4399,2429,Partial
7257,318,2,24,Hyderabad,Bangalore,570,Corporate,"Package Trip","2025-04-07 16:00:00","2025-04-08 03:00:00",Completed,20399,13021,Partial
7258,892,7,6,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2024-05-04 05:00:00","2024-05-04 13:00:00",Completed,10292,7067,Pending
7259,2364,14,35,Hyderabad,Goa,660,Beach,"Package Trip","2024-08-31 02:00:00","2024-08-31 15:00:00",Completed,27100,13614,Partial
7260,56,10,26,Guntur,"Vijayawada Airport",35,Airport,"Marriage Booking","2024-01-13 20:00:00","2024-01-13 22:00:00",completed,27541,8071,Partial
7261,521,14,14,Guntur,"Chirala Beach",110,Beach,"Marriage Booking","2025-02-05 00:00:00","2025-02-05 02:00:00",Completed,25305,5382,Pending
7262,906,9,36,Guntur,"Hyderabad Airport",310,Airport,"Marriage Booking","2026-03-14 15:00:00","2026-03-14 21:00:00",Completed,2805,1281,Pending
7263,1812,3,13,Guntur,"Hyderabad Airport",310,Airport,"Round Trip","2025-03-19 09:00:00","2025-03-19 15:00:00",Completed,8894,5048,Pending
7264,520,8,25,Hyderabad,"Araku Valley",710,Vacation,"Package Trip","2024-11-23 19:00:00","2024-11-24 09:00:00",Cancelled,6899,1869,Partial
7265,2905,13,35,Guntur,"Horsley Hills",430,Vacation,"One Way","2025-12-04 19:00:00","2025-12-05 03:00:00",Cancelled,21964,5913,Pending
7266,2015,11,5,Guntur,Rajahmundry,170,Marriage,"Package Trip","2025-09-27 19:00:00","2025-09-27 22:00:00",Completed,26979,14170,Partial
7267,1840,8,28,Vijayawada,Visakhapatnam,350,Beach,"Corporate Travel","2026-04-25 10:00:00","2026-04-25 17:00:00",completed,3765,1884,Partial
